patent_id
3930883
3930885
3930976
3931040
3933521
3933684
3933879
3935029
3936548
3937657
3939006
3940510
3940735
3941612
3941614
3942511
3943005
3943228
3943271
3943937
3944447
3945388
3945844
3945892
3947291
3947468
3947756
3948746
3948752
3949615
3950077
3950231
3950236
3950628
3950706
3951521
3951688
3951690
3951762
3953227
3953237
3953305
3954483
3954501
3954577
3954582
3954594
3955119
3956014
3956087
3956191
3956194
3957532
3957601
3957603
3957611
3959096
3960138
3960577
3960594
3960595
3960689
3960690
3961253
3961562
3961957
3962068
3962490
3963143
3963518
3963594
3964981
3964988
3965288
3966490
3966491
3966571
3966890
3967057
3967976
3968194
3969139
3969144
3969147
3969207
3969209
3970473
3970474
3970476
3970477
3970478
3970479
3970531
3971673
3972726
3972732
3972735
3972795
3972797
3974049
3974468
3975086
3975210
3975245
3976509
3977081
3977900
3977901
3977907
3978394
3979222
3979223
3980495
3980496
3980498
3980501
3980534
3980543
3981743
3981747
3981748
3981783
3981785
3981787
3983015
3983018
3984293
3984295
3985573
3985578
3985581
3986895
3988164
3988222
3989543
3989608
3990910
3990911
3990915
3990956
3990984
3991158
3992222
3992267
3992269
3992280
3993577
3994694
3994788
3994789
3994790
3994799
3996118
3997362
3997419
3998657
3998658
3998708
3998717
4001039
4001043
4001961
4002492
4002541
4002547
4002550
4002808
4003400
4003753
4003815
4004067
4004068
4004943
4004944
4004992
4004994
4005061
4005138
4006034
4006067
4007057
4007122
4008132
4008354
4009088
4009092
4010644
4010759
4011371
4011373
4011514
4012290
4012291
4012303
4012308
4012563
4013522
4013526
4015056
4016091
4016338
4016339
4017373
4017414
4017663
4017665
4018660
4018969
4019129
4019510
4019968
4020240
4020248
4020329
4021320
4021323
4022672
4022673
4022824
4022950
4024032
4024037
4024322
4024422
4025412
4025700
4026771
4026779
4027016
4027076
4028202
4028207
4028215
4028479
4029132
4029552
4029563
4029566
4029854
4029860
4031292
4032415
4032427
4032624
4032693
4033673
4033830
4033848
4033871
4034750
4035201
4035250
4035253
4035552
4035554
4036704
4036724
4036726
4037029
4037033
4037928
4038158
4038310
4038458
4038459
4038460
4038461
4038465
4038702
4039402
4039409
4040917
4040938
4040939
4041220
4041346
4042464
4042482
4042755
4043890
4043933
4045310
4045319
4045725
4046642
4046663
4046664
4047292
4047940
4048041
4048047
4048384
4048386
4048388
4048395
4048401
4048404
4048406
4048407
4049382
4049503
4049525
4049532
4049878
4049879
4049881
4049887
4050997
4051006
4051876
4052217
4052268
4052274
4052537
4053685
4053687
4053691
4053692
4053694
4053977
4054368
4054727
4054729
4055291
4055710
4056445
4056663
4056664
4057475
4057478
4057675
4057676
4059216
4059406
4059717
4060466
4060476
4060668
4060669
4060671
4060674
4060675
4061548
4061551
4061554
4061557
4061841
4061965
4062756
4063005
4063136
4064023
4064324
4064327
4064329
4064332
4064725
4065313
4065371
4065373
4065375
4065376
4065377
4065601
4065602
4065816
4066518
4066822
4066824
4068044
4068046
4069111
4069116
4069371
4070183
4070207
4070529
4071417
4071429
4071664
4071817
4072584
4072793
4072892
4073702
4073707
4074019
4074026
4075013
4075397
4075448
4076899
4076904
4076905
4077861
4078127
4078906
4078988
4079303
4080953
4082588
4082907
4083757
4083766
4083767
4085025
4085028
4085256
4085259
4086003
4086157
4086393
4086396
4086403
4087594
4087905
4087976
4088543
